指,finger.csv
干支,eto.csv
都道府県,pref.csv
惑星,planet.csv
一週間,week.csv
月,month.csv
五十音,gojuuon.csv
アルファベット,alphabet.csv
六曜,rokuyou.csv
星座,constellation.csv
四字熟語,yojijukugo.csv
豚辞書(第14版),buta014.dic
